y,p,U_0,U_1,U_2
0.0108868,1.35644,4.7774,-0.781341,-1.5308e-23
0.0111047,1.34831,5.09091,-0.807193,2.88736e-22
0.011311,1.34163,5.3945,-0.831758,1.97128e-22
0.0115073,1.33618,5.68949,-0.855196,-2.4337e-22
0.0116952,1.3318,5.97706,-0.877652,-4.09018e-22
0.0118757,1.32836,6.25832,-0.899248,2.36115e-22
0.0120499,1.32574,6.53428,-0.920094,5.16906e-22
0.0122188,1.32386,6.80584,-0.940283,6.61447e-23
0.012383,1.32267,7.0738,-0.959894,-2.94443e-22
0.0125432,1.32209,7.33888,-0.978999,-5.65092e-23
0.0127,1.32192,7.59695,-0.997319,1.72075e-23
0.0128426,1.32221,7.84953,-1.01499,-1.69682e-23
0.0129967,1.32318,8.11435,-1.03325,-2.48558e-23
0.0131635,1.32487,8.40468,-1.05294,1.74709e-23
0.0133446,1.32733,8.72401,-1.07423,-2.28837e-22
0.0135418,1.33075,9.07641,-1.09727,3.02207e-22
0.0137571,1.33534,9.46673,-1.12225,1.16203e-21
0.013993,1.34139,9.90072,-1.14936,2.0185e-22
0.0142522,1.34922,10.3852,-1.17883,-7.06706e-22
0.0145382,1.35926,10.9284,-1.21089,7.32441e-22
0.0148549,1.37203,11.5401,-1.24577,-1.35915e-21
0.015207,1.38816,12.232,-1.2837,-4.2701e-21
0.0156001,1.40856,13.018,-1.32488,-6.69218e-22
0.0160408,1.43522,13.935,-1.37044,5.29598e-21
0.0165772,1.47027,15.0285,-1.42136,-3.63778e-22
0.0171859,1.51544,16.3099,-1.47657,-2.24351e-21
0.0178791,1.57385,17.7898,-1.53464,9.8306e-21
0.0186712,1.65046,19.4978,-1.59456,1.82958e-22
0.0195793,1.75302,21.4641,-1.65494,-7.21604e-21
0.0206241,1.89409,23.7165,-1.71405,-3.309e-21
0.0218301,2.09392,26.2766,-1.77013,-5.21452e-22
0.0232267,2.38357,29.1569,-1.82188,-2.80919e-21
0.0248493,2.80852,32.3582,-1.86894,4.84941e-21
0.02674,3.4314,35.8711,-1.91177,6.03744e-21
0.0289496,4.33292,39.6756,-1.95077,-9.77909e-21
0.0315392,5.61635,43.7361,-1.98487,5.01394e-21
0.0345821,7.39456,47.9841,-2.01147,3.0672e-21
0.0381665,9.81795,52.2948,-2.02563,-7.16579e-21
0.0423987,12.9651,56.4585,-2.0228,6.26803e-21
0.0474067,16.9947,60.1513,-1.99328,2.5259e-21
0.0533446,21.6416,62.8378,-1.93087,-3.89357e-21
0.059148,26.1723,64.0688,-1.84728,-4.64427e-21
0.0650305,30.4056,63.8522,-1.74056,2.61049e-21
0.0709979,34.1484,62.1351,-1.60459,-1.23446e-21
0.0770568,37.3878,58.7354,-1.43095,-3.66153e-21
0.0832712,39.8389,53.5427,-1.21926,9.67948e-21
0.0887813,41.4303,47.2872,-1.00052,6.37384e-21
0.0931161,42.3679,41.0011,-0.797475,-7.05727e-21
0.0967179,42.8094,35.0801,-0.619933,-1.01106e-20
0.0997107,43.0363,29.6824,-0.471804,4.81251e-22
0.102197,43.1168,24.9152,-0.351531,-7.41702e-21
0.104264,43.1308,20.7977,-0.257714,1.44965e-21
0.105981,43.1078,17.2954,-0.186307,1.5259e-20
0.107407,43.0692,14.3464,-0.133197,-6.76263e-21
0.108593,43.0251,11.8792,-0.0943511,-9.55211e-21
0.109578,42.9811,9.82312,-0.0663175,9.85111e-21
0.110396,42.9398,8.11356,-0.0462999,1.92721e-21
0.111076,42.9024,6.69382,-0.0321277,-6.24297e-21
0.111641,42.8693,5.51546,-0.0221651,2.59526e-21
0.112111,42.8404,4.53766,-0.0152043,2.30473e-21
0.112501,42.8155,3.72628,-0.0103673,-2.84954e-22
0.112825,42.7942,3.05294,-0.00702334,2.11029e-22
0.113095,42.7761,2.49408,-0.00472324,7.45958e-22
0.113319,42.7608,2.03017,-0.00314941,-4.42142e-22
0.113505,42.7478,1.64501,-0.00207865,-7.87897e-22
0.113659,42.7369,1.3252,-0.00135486,3.47531e-22
0.113788,42.7278,1.05961,-0.000869346,3.78514e-22
0.113894,42.7201,0.839033,-0.000546709,1.83279e-23
0.113983,42.7137,0.655819,-0.000334845,-1.56038e-22
0.114057,42.7084,0.503627,-0.000197873,-5.0341e-24
0.114118,42.7039,0.377197,-0.00011118,2.84742e-23
0.114169,42.7002,0.272162,-5.79483e-05,4.63574e-23
0.114211,42.697,0.184898,-2.67713e-05,-2.38495e-23
0.114247,42.6944,0.112394,-9.9953e-06,3.06398e-24
0.114276,42.6922,0.0521518,-2.36014e-06,-6.08044e-24
0.1143,42.6913,0,0,0
